HourOfYear,Date,StartTime,dhw,hdd,heating,predicted
1761,15-Mar,08:00,5.0,0,0.0,5.0
1762,15-Mar,09:00,8.0,0,0.0,8.0
1763,15-Mar,10:00,10.0,0,0.0,10.0
1764,15-Mar,11:00,9.0,0,0.0,9.0
1765,15-Mar,12:00,11.0,0,0.0,11.0
1766,15-Mar,13:00,10.0,0,0.0,10.0
1767,15-Mar,14:00,11.0,0,0.0,11.0
1768,15-Mar,15:00,13.0,0,0.0,13.0
1769,15-Mar,16:00,8.0,0,0.0,8.0
1770,15-Mar,17:00,4.0,0,0.0,4.0
1771,15-Mar,18:00,0.0,0,0.0,0.0
1772,15-Mar,19:00,0.0,0,0.0,0.0
1773,15-Mar,20:00,0.0,0,0.0,0.0
1774,15-Mar,21:00,0.0,0,0.0,0.0
1775,15-Mar,22:00,0.0,0,0.0,0.0
1776,15-Mar,23:00,0.0,0,0.0,0.0
1777,16-Mar,00:00,0.0,0,0.0,0.0
1778,16-Mar,01:00,0.0,0,0.0,0.0
1779,16-Mar,02:00,0.0,0,0.0,0.0
1780,16-Mar,03:00,0.0,0,0.0,0.0
1781,16-Mar,04:00,0.0,0,0.0,0.0
1782,16-Mar,05:00,0.0,0,0.0,0.0
1783,16-Mar,06:00,0.0,0,0.0,0.0
1784,16-Mar,07:00,6.0,0,0.0,6.0
1785,16-Mar,08:00,8.0,0,0.0,8.0
1786,16-Mar,09:00,7.0,0,0.0,7.0
1787,16-Mar,10:00,9.0,0,0.0,9.0
1788,16-Mar,11:00,14.0,0,0.0,14.0
1789,16-Mar,12:00,8.0,0,0.0,8.0
1790,16-Mar,13:00,6.0,0,0.0,6.0
1791,16-Mar,14:00,12.0,0,0.0,12.0
1792,16-Mar,15:00,16.0,0,0.0,16.0
1793,16-Mar,16:00,5.0,0,0.0,5.0
1794,16-Mar,17:00,8.0,0,0.0,8.0
1795,16-Mar,18:00,0.0,0,0.0,0.0
1796,16-Mar,19:00,0.0,0,0.0,0.0
1797,16-Mar,20:00,0.0,0,0.0,0.0
1798,16-Mar,21:00,0.0,0,0.0,0.0
1799,16-Mar,22:00,0.0,0,0.0,0.0
1800,16-Mar,23:00,0.0,0,0.0,0.0
1801,17-Mar,00:00,0.0,0,0.0,0.0
1802,17-Mar,01:00,0.0,0,0.0,0.0
1803,17-Mar,02:00,0.0,0,0.0,0.0
1804,17-Mar,03:00,0.0,0,0.0,0.0
1805,17-Mar,04:00,0.0,0,0.0,0.0
1806,17-Mar,05:00,0.0,0,0.0,0.0
1807,17-Mar,06:00,0.0,0,0.0,0.0
1808,17-Mar,07:00,4.0,0,0.0,4.0
1809,17-Mar,08:00,13.0,0,0.0,13.0
1810,17-Mar,09:00,13.0,0,0.0,13.0
1811,17-Mar,10:00,22.0,0,0.0,22.0
1812,17-Mar,11:00,22.0,0,0.0,22.0
1813,17-Mar,12:00,29.0,0,0.0,29.0
1814,17-Mar,13:00,16.0,0,0.0,16.0
1815,17-Mar,14:00,17.0,0,0.0,17.0
1816,17-Mar,15:00,17.0,0,0.0,17.0
1817,17-Mar,16:00,4.0,0,0.0,4.0
1818,17-Mar,17:00,4.0,0,0.0,4.0
1819,17-Mar,18:00,0.0,0,0.0,0.0
1820,17-Mar,19:00,0.0,0,0.0,0.0
1821,17-Mar,20:00,0.0,0,0.0,0.0
1822,17-Mar,21:00,0.0,0,0.0,0.0
1823,17-Mar,22:00,0.0,0,0.0,0.0
1824,17-Mar,23:00,0.0,0,0.0,0.0
1825,18-Mar,00:00,0.0,0,0.0,0.0
1826,18-Mar,01:00,0.0,0,0.0,0.0
1827,18-Mar,02:00,0.0,0,0.0,0.0
1828,18-Mar,03:00,0.0,0,0.0,0.0
1829,18-Mar,04:00,0.0,0,0.0,0.0
1830,18-Mar,05:00,0.0,0,0.0,0.0
1831,18-Mar,06:00,0.0,0,0.0,0.0
1832,18-Mar,07:00,8.0,0,0.0,8.0
1833,18-Mar,08:00,11.0,0,0.0,11.0
1834,18-Mar,09:00,15.0,0,0.0,15.0
1835,18-Mar,10:00,15.0,0,0.0,15.0
1836,18-Mar,11:00,18.0,0,0.0,18.0
1837,18-Mar,12:00,15.0,0,0.0,15.0
1838,18-Mar,13:00,18.0,0,0.0,18.0
1839,18-Mar,14:00,15.0,0,0.0,15.0
1840,18-Mar,15:00,7.0,0,0.0,7.0
1841,18-Mar,16:00,12.0,0,0.0,12.0
1842,18-Mar,17:00,4.0,0,0.0,4.0
1843,18-Mar,18:00,0.0,0,0.0,0.0
1844,18-Mar,19:00,0.0,0,0.0,0.0
1845,18-Mar,20:00,0.0,0,0.0,0.0
1846,18-Mar,21:00,0.0,0,0.0,0.0
1847,18-Mar,22:00,0.0,0,0.0,0.0
1848,18-Mar,23:00,0.0,0,0.0,0.0
1849,19-Mar,00:00,0.0,0,0.0,0.0
1850,19-Mar,01:00,0.0,0,0.0,0.0
1851,19-Mar,02:00,0.0,0,0.0,0.0
1852,19-Mar,03:00,0.0,0,0.0,0.0
1853,19-Mar,04:00,0.0,0,0.0,0.0
1854,19-Mar,05:00,0.0,0,0.0,0.0
1855,19-Mar,06:00,0.0,0,0.0,0.0
1856,19-Mar,07:00,7.0,0,0.0,7.0
1857,19-Mar,08:00,6.0,0,0.0,6.0
1858,19-Mar,09:00,10.0,0,0.0,10.0
1859,19-Mar,10:00,16.0,0,0.0,16.0
1860,19-Mar,11:00,10.0,0,0.0,10.0
1861,19-Mar,12:00,14.0,0,0.0,14.0
1862,19-Mar,13:00,12.0,0,0.0,12.0
1863,19-Mar,14:00,12.0,0,0.0,12.0
1864,19-Mar,15:00,7.0,0,0.0,7.0
1865,19-Mar,16:00,10.0,0,0.0,10.0
1866,19-Mar,17:00,4.0,0,0.0,4.0
1867,19-Mar,18:00,0.0,0,0.0,0.0
1868,19-Mar,19:00,0.0,0,0.0,0.0
1869,19-Mar,20:00,0.0,0,0.0,0.0
1870,19-Mar,21:00,0.0,0,0.0,0.0
1871,19-Mar,22:00,0.0,0,0.0,0.0
1872,19-Mar,23:00,0.0,0,0.0,0.0
1873,20-Mar,00:00,0.0,0,0.0,0.0
1874,20-Mar,01:00,0.0,0,0.0,0.0
1875,20-Mar,02:00,0.0,0,0.0,0.0
1876,20-Mar,03:00,0.0,0,0.0,0.0
1877,20-Mar,04:00,0.0,0,0.0,0.0
1878,20-Mar,05:00,0.0,0,0.0,0.0
1879,20-Mar,06:00,0.0,0,0.0,0.0
1880,20-Mar,07:00,2.0,0,0.0,2.0
1881,20-Mar,08:00,7.0,0,0.0,7.0
1882,20-Mar,09:00,7.0,0,0.0,7.0
1883,20-Mar,10:00,9.0,0,0.0,9.0
1884,20-Mar,11:00,15.0,0,0.0,15.0
1885,20-Mar,12:00,8.0,0,0.0,8.0
1886,20-Mar,13:00,14.0,0,0.0,14.0
1887,20-Mar,14:00,6.0,0,0.0,6.0
1888,20-Mar,15:00,7.0,0,0.0,7.0
1889,20-Mar,16:00,4.0,0,0.0,4.0
1890,20-Mar,17:00,2.0,0,0.0,2.0
1891,20-Mar,18:00,0.0,0,0.0,0.0
1892,20-Mar,19:00,0.0,0,0.0,0.0
1893,20-Mar,20:00,0.0,0,0.0,0.0
1894,20-Mar,21:00,0.0,0,0.0,0.0
1895,20-Mar,22:00,0.0,0,0.0,0.0
1896,20-Mar,23:00,0.0,0,0.0,0.0
1897,21-Mar,00:00,0.0,0,0.0,0.0
1898,21-Mar,01:00,0.0,0,0.0,0.0
1899,21-Mar,02:00,0.0,0,0.0,0.0
1900,21-Mar,03:00,0.0,0,0.0,0.0
1901,21-Mar,04:00,0.0,0,0.0,0.0
1902,21-Mar,05:00,0.0,0,0.0,0.0
1903,21-Mar,06:00,0.0,0,0.0,0.0
1904,21-Mar,07:00,1.0,0,0.0,1.0
1905,21-Mar,08:00,11.0,0,0.0,11.0
1906,21-Mar,09:00,9.0,0,0.0,9.0
1907,21-Mar,10:00,7.0,0,0.0,7.0
1908,21-Mar,11:00,11.0,0,0.0,11.0
1909,21-Mar,12:00,10.0,0,0.0,10.0
1910,21-Mar,13:00,10.0,0,0.0,10.0
1911,21-Mar,14:00,6.0,0,0.0,6.0
1912,21-Mar,15:00,5.0,0,0.0,5.0
1913,21-Mar,16:00,0.0,0,0.0,0.0
1914,21-Mar,17:00,1.0,0,0.0,1.0
1915,21-Mar,18:00,0.0,0,0.0,0.0
1916,21-Mar,19:00,0.0,0,0.0,0.0
1917,21-Mar,20:00,0.0,0,0.0,0.0
1918,21-Mar,21:00,0.0,0,0.0,0.0
1919,21-Mar,22:00,0.0,0,0.0,0.0
1920,21-Mar,23:00,0.0,0,0.0,0.0
1921,22-Mar,00:00,0.0,0,0.0,0.0
1922,22-Mar,01:00,0.0,0,0.0,0.0
1923,22-Mar,02:00,0.0,0,0.0,0.0
1924,22-Mar,03:00,0.0,0,0.0,0.0
1925,22-Mar,04:00,0.0,0,0.0,0.0
1926,22-Mar,05:00,0.0,0,0.0,0.0
1927,22-Mar,06:00,0.0,0,0.0,0.0
1928,22-Mar,07:00,2.0,0,0.0,2.0
1929,22-Mar,08:00,4.0,0,0.0,4.0
1930,22-Mar,09:00,4.0,0,0.0,4.0
1931,22-Mar,10:00,3.0,0,0.0,3.0
1932,22-Mar,11:00,10.0,0,0.0,10.0
1933,22-Mar,12:00,7.0,0,0.0,7.0
1934,22-Mar,13:00,12.0,0,0.0,12.0
1935,22-Mar,14:00,5.0,0,0.0,5.0
1936,22-Mar,15:00,7.0,0,0.0,7.0
1937,22-Mar,16:00,6.0,0,0.0,6.0
1938,22-Mar,17:00,2.0,0,0.0,2.0
1939,22-Mar,18:00,0.0,0,0.0,0.0
1940,22-Mar,19:00,0.0,0,0.0,0.0
1941,22-Mar,20:00,0.0,0,0.0,0.0
1942,22-Mar,21:00,0.0,0,0.0,0.0
1943,22-Mar,22:00,0.0,0,0.0,0.0
1944,22-Mar,23:00,0.0,0,0.0,0.0
1945,23-Mar,00:00,0.0,0,0.0,0.0
1946,23-Mar,01:00,0.0,0,0.0,0.0
1947,23-Mar,02:00,0.0,0,0.0,0.0
1948,23-Mar,03:00,0.0,0,0.0,0.0
1949,23-Mar,04:00,0.0,0,0.0,0.0
1950,23-Mar,05:00,0.0,0,0.0,0.0
1951,23-Mar,06:00,0.0,0,0.0,0.0
1952,23-Mar,07:00,3.0,0,0.0,3.0
1953,23-Mar,08:00,7.0,0,0.0,7.0
1954,23-Mar,09:00,9.0,0,0.0,9.0
1955,23-Mar,10:00,3.0,0,0.0,3.0
1956,23-Mar,11:00,11.0,0,0.0,11.0
1957,23-Mar,12:00,7.0,0,0.0,7.0
1958,23-Mar,13:00,9.0,0,0.0,9.0
1959,23-Mar,14:00,9.0,0,0.0,9.0
1960,23-Mar,15:00,4.0,0,0.0,4.0
1961,23-Mar,16:00,4.0,0,0.0,4.0
1962,23-Mar,17:00,7.0,0,0.0,7.0
1963,23-Mar,18:00,0.0,0,0.0,0.0
1964,23-Mar,19:00,0.0,0,0.0,0.0
1965,23-Mar,20:00,0.0,0,0.0,0.0
1966,23-Mar,21:00,0.0,0,0.0,0.0
1967,23-Mar,22:00,0.0,0,0.0,0.0
1968,23-Mar,23:00,0.0,0,0.0,0.0
1969,24-Mar,00:00,0.0,0,0.0,0.0
1970,24-Mar,01:00,0.0,0,0.0,0.0
1971,24-Mar,02:00,0.0,0,0.0,0.0
1972,24-Mar,03:00,0.0,0,0.0,0.0
1973,24-Mar,04:00,0.0,0,0.0,0.0
1974,24-Mar,05:00,0.0,0,0.0,0.0
1975,24-Mar,06:00,0.0,0,0.0,0.0
1976,24-Mar,07:00,6.0,0,0.0,6.0
1977,24-Mar,08:00,9.0,0,0.0,9.0
1978,24-Mar,09:00,15.0,0,0.0,15.0
1979,24-Mar,10:00,16.0,0,0.0,16.0
1980,24-Mar,11:00,16.0,0,0.0,16.0
1981,24-Mar,12:00,16.0,0,0.0,16.0
1982,24-Mar,13:00,14.0,0,0.0,14.0
1983,24-Mar,14:00,9.0,0,0.0,9.0
1984,24-Mar,15:00,11.0,0,0.0,11.0
1985,24-Mar,16:00,8.0,0,0.0,8.0
1986,24-Mar,17:00,4.0,0,0.0,4.0
1987,24-Mar,18:00,0.0,0,0.0,0.0
1988,24-Mar,19:00,0.0,0,0.0,0.0
1989,24-Mar,20:00,0.0,0,0.0,0.0
1990,24-Mar,21:00,0.0,0,0.0,0.0
1991,24-Mar,22:00,0.0,0,0.0,0.0
1992,24-Mar,23:00,0.0,0,0.0,0.0
1993,25-Mar,00:00,0.0,0,0.0,0.0
1994,25-Mar,01:00,0.0,0,0.0,0.0
1995,25-Mar,02:00,0.0,0,0.0,0.0
1996,25-Mar,03:00,0.0,0,0.0,0.0
1997,25-Mar,04:00,0.0,0,0.0,0.0
1998,25-Mar,05:00,0.0,0,0.0,0.0
1999,25-Mar,06:00,0.0,0,0.0,0.0
2000,25-Mar,07:00,6.0,0,0.0,6.0
2001,25-Mar,08:00,9.0,0,0.0,9.0
2002,25-Mar,09:00,11.0,0,0.0,11.0
2003,25-Mar,10:00,8.0,0,0.0,8.0
2004,25-Mar,11:00,10.0,0,0.0,10.0
2005,25-Mar,12:00,13.0,0,0.0,13.0
2006,25-Mar,13:00,15.0,0,0.0,15.0
2007,25-Mar,14:00,10.0,0,0.0,10.0
2008,25-Mar,15:00,13.0,0,0.0,13.0
2009,25-Mar,16:00,3.0,0,0.0,3.0
2010,25-Mar,17:00,7.0,0,0.0,7.0
2011,25-Mar,18:00,0.0,0,0.0,0.0
2012,25-Mar,19:00,0.0,0,0.0,0.0
2013,25-Mar,20:00,0.0,0,0.0,0.0
2014,25-Mar,21:00,0.0,0,0.0,0.0
2015,25-Mar,22:00,0.0,0,0.0,0.0
2016,25-Mar,23:00,0.0,0,0.0,0.0
2017,26-Mar,00:00,0.0,0,0.0,0.0
2018,26-Mar,01:00,0.0,0,0.0,0.0
2019,26-Mar,02:00,0.0,0,0.0,0.0
2020,26-Mar,03:00,0.0,0,0.0,0.0
2021,26-Mar,04:00,0.0,0,0.0,0.0
2022,26-Mar,05:00,0.0,0,0.0,0.0
2023,26-Mar,06:00,0.0,0,0.0,0.0
2024,26-Mar,07:00,6.0,0,0.0,6.0
2025,26-Mar,08:00,11.0,0,0.0,11.0
2026,26-Mar,09:00,8.0,0,0.0,8.0
2027,26-Mar,10:00,12.0,0,0.0,12.0
2028,26-Mar,11:00,17.0,0,0.0,17.0
2029,26-Mar,12:00,21.0,0,0.0,21.0
2030,26-Mar,13:00,13.0,0,0.0,13.0
2031,26-Mar,14:00,19.0,0,0.0,19.0
2032,26-Mar,15:00,10.0,0,0.0,10.0
2033,26-Mar,16:00,10.0,0,0.0,10.0
2034,26-Mar,17:00,6.0,0,0.0,6.0
2035,26-Mar,18:00,0.0,0,0.0,0.0
2036,26-Mar,19:00,0.0,0,0.0,0.0
2037,26-Mar,20:00,0.0,0,0.0,0.0
2038,26-Mar,21:00,0.0,0,0.0,0.0
2039,26-Mar,22:00,0.0,0,0.0,0.0
2040,26-Mar,23:00,0.0,0,0.0,0.0
2041,27-Mar,00:00,0.0,0,0.0,0.0
2042,27-Mar,01:00,0.0,0,0.0,0.0
2043,27-Mar,02:00,0.0,0,0.0,0.0
2044,27-Mar,03:00,0.0,0,0.0,0.0
2045,27-Mar,04:00,0.0,0,0.0,0.0
2046,27-Mar,05:00,0.0,0,0.0,0.0
2047,27-Mar,06:00,0.0,0,0.0,0.0
2048,27-Mar,07:00,8.0,0,0.0,8.0
2049,27-Mar,08:00,8.0,0,0.0,8.0
2050,27-Mar,09:00,10.0,0,0.0,10.0
2051,27-Mar,10:00,5.0,0,0.0,5.0
2052,27-Mar,11:00,13.0,0,0.0,13.0
2053,27-Mar,12:00,19.0,0,0.0,19.0
2054,27-Mar,13:00,12.0,0,0.0,12.0
2055,27-Mar,14:00,13.0,0,0.0,13.0
2056,27-Mar,15:00,8.0,0,0.0,8.0
2057,27-Mar,16:00,5.0,0,0.0,5.0
2058,27-Mar,17:00,3.0,0,0.0,3.0
2059,27-Mar,18:00,0.0,0,0.0,0.0
2060,27-Mar,19:00,0.0,0,0.0,0.0
2061,27-Mar,20:00,0.0,0,0.0,0.0
2062,27-Mar,21:00,0.0,0,0.0,0.0
2063,27-Mar,22:00,0.0,0,0.0,0.0
2064,27-Mar,23:00,0.0,0,0.0,0.0
2065,28-Mar,00:00,0.0,0,0.0,0.0
2066,28-Mar,01:00,0.0,0,0.0,0.0
2067,28-Mar,02:00,0.0,0,0.0,0.0
2068,28-Mar,03:00,0.0,0,0.0,0.0
2069,28-Mar,04:00,0.0,0,0.0,0.0
2070,28-Mar,05:00,0.0,0,0.0,0.0
2071,28-Mar,06:00,0.0,0,0.0,0.0
2072,28-Mar,07:00,5.0,0,0.0,5.0
2073,28-Mar,08:00,7.0,0,0.0,7.0
2074,28-Mar,09:00,8.0,0,0.0,8.0
2075,28-Mar,10:00,12.0,0,0.0,12.0
2076,28-Mar,11:00,7.0,0,0.0,7.0
2077,28-Mar,12:00,12.0,0,0.0,12.0
2078,28-Mar,13:00,9.0,0,0.0,9.0
2079,28-Mar,14:00,10.0,0,0.0,10.0
2080,28-Mar,15:00,6.0,0,0.0,6.0
2081,28-Mar,16:00,4.0,0,0.0,4.0
2082,28-Mar,17:00,3.0,0,0.0,3.0
2083,28-Mar,18:00,0.0,0,0.0,0.0
2084,28-Mar,19:00,0.0,0,0.0,0.0
2085,28-Mar,20:00,0.0,0,0.0,0.0
2086,28-Mar,21:00,0.0,0,0.0,0.0
2087,28-Mar,22:00,0.0,0,0.0,0.0
2088,28-Mar,23:00,0.0,0,0.0,0.0
2089,29-Mar,00:00,0.0,0,0.0,0.0
2090,29-Mar,01:00,0.0,0,0.0,0.0
2091,29-Mar,02:00,0.0,0,0.0,0.0
2092,29-Mar,03:00,0.0,0,0.0,0.0
2093,29-Mar,04:00,0.0,0,0.0,0.0
2094,29-Mar,05:00,0.0,0,0.0,0.0
2095,29-Mar,06:00,0.0,0,0.0,0.0
2096,29-Mar,07:00,4.0,0,0.0,4.0
2097,29-Mar,08:00,6.0,0,0.0,6.0
2098,29-Mar,09:00,10.0,0,0.0,10.0
2099,29-Mar,10:00,7.0,0,0.0,7.0
2100,29-Mar,11:00,18.0,0,0.0,18.0
2101,29-Mar,12:00,9.0,0,0.0,9.0
2102,29-Mar,13:00,4.0,0,0.0,4.0
2103,29-Mar,14:00,14.0,0,0.0,14.0
2104,29-Mar,15:00,3.0,0,0.0,3.0
2105,29-Mar,16:00,4.0,0,0.0,4.0
2106,29-Mar,17:00,3.0,0,0.0,3.0
2107,29-Mar,18:00,0.0,0,0.0,0.0
2108,29-Mar,19:00,0.0,0,0.0,0.0
2109,29-Mar,20:00,0.0,0,0.0,0.0
2110,29-Mar,21:00,0.0,0,0.0,0.0
2111,29-Mar,22:00,0.0,0,0.0,0.0
2112,29-Mar,23:00,0.0,0,0.0,0.0
2113,30-Mar,00:00,0.0,0,0.0,0.0
2114,30-Mar,01:00,0.0,0,0.0,0.0
2115,30-Mar,02:00,0.0,0,0.0,0.0
2116,30-Mar,03:00,0.0,0,0.0,0.0
2117,30-Mar,04:00,0.0,0,0.0,0.0
2118,30-Mar,05:00,0.0,0,0.0,0.0
2119,30-Mar,06:00,0.0,0,0.0,0.0
2120,30-Mar,07:00,2.0,0,0.0,2.0
2121,30-Mar,08:00,6.0,0,0.0,6.0
2122,30-Mar,09:00,5.0,0,0.0,5.0
2123,30-Mar,10:00,13.0,0,0.0,13.0
2124,30-Mar,11:00,12.0,0,0.0,12.0
2125,30-Mar,12:00,9.0,0,0.0,9.0
2126,30-Mar,13:00,13.0,0,0.0,13.0
2127,30-Mar,14:00,5.0,0,0.0,5.0
2128,30-Mar,15:00,5.0,0,0.0,5.0
2129,30-Mar,16:00,5.0,0,0.0,5.0
2130,30-Mar,17:00,2.0,0,0.0,2.0
2131,30-Mar,18:00,0.0,0,0.0,0.0
2132,30-Mar,19:00,0.0,0,0.0,0.0
2133,30-Mar,20:00,0.0,0,0.0,0.0
2134,30-Mar,21:00,0.0,0,0.0,0.0
2135,30-Mar,22:00,0.0,0,0.0,0.0
2136,30-Mar,23:00,0.0,0,0.0,0.0
2137,31-Mar,00:00,0.0,0,0.0,0.0
2138,31-Mar,01:00,0.0,0,0.0,0.0
2139,31-Mar,02:00,0.0,0,0.0,0.0
2140,31-Mar,03:00,0.0,0,0.0,0.0
2141,31-Mar,04:00,0.0,0,0.0,0.0
2142,31-Mar,05:00,0.0,0,0.0,0.0
2143,31-Mar,06:00,0.0,0,0.0,0.0
2144,31-Mar,07:00,3.0,0,0.0,3.0
2145,31-Mar,08:00,5.0,0,0.0,5.0
2146,31-Mar,09:00,9.0,0,0.0,9.0
2147,31-Mar,10:00,13.0,0,0.0,13.0
2148,31-Mar,11:00,9.0,0,0.0,9.0
2149,31-Mar,12:00,12.0,0,0.0,12.0
2150,31-Mar,13:00,2.0,0,0.0,2.0
2151,31-Mar,14:00,7.0,0,0.0,7.0
2152,31-Mar,15:00,6.0,0,0.0,6.0
2153,31-Mar,16:00,7.0,0,0.0,7.0
2154,31-Mar,17:00,6.0,0,0.0,6.0
2155,31-Mar,18:00,0.0,0,0.0,0.0
2156,31-Mar,19:00,0.0,0,0.0,0.0
2157,31-Mar,20:00,0.0,0,0.0,0.0
2158,31-Mar,21:00,0.0,0,0.0,0.0
2159,31-Mar,22:00,0.0,0,0.0,0.0
2160,31-Mar,23:00,0.0,0,0.0,0.0
2161,01-Apr,00:00,0.0,0,0.0,0.0
2162,01-Apr,01:00,0.0,0,0.0,0.0
2163,01-Apr,02:00,0.0,0,0.0,0.0
2164,01-Apr,03:00,0.0,0,0.0,0.0
2165,01-Apr,04:00,0.0,0,0.0,0.0
2166,01-Apr,05:00,0.0,0,0.0,0.0
2167,01-Apr,06:00,0.0,0,0.0,0.0
2168,01-Apr,07:00,5.0,0,0.0,5.0
2169,01-Apr,08:00,13.0,0,0.0,13.0
2170,01-Apr,09:00,10.0,0,0.0,10.0
2171,01-Apr,10:00,8.0,0,0.0,8.0
2172,01-Apr,11:00,8.0,0,0.0,8.0
2173,01-Apr,12:00,14.0,0,0.0,14.0
2174,01-Apr,13:00,11.0,0,0.0,11.0
2175,01-Apr,14:00,10.0,0,0.0,10.0
2176,01-Apr,15:00,5.0,0,0.0,5.0
2177,01-Apr,16:00,4.0,0,0.0,4.0
2178,01-Apr,17:00,4.0,0,0.0,4.0
2179,01-Apr,18:00,0.0,0,0.0,0.0
2180,01-Apr,19:00,0.0,0,0.0,0.0
2181,01-Apr,20:00,0.0,0,0.0,0.0
2182,01-Apr,21:00,0.0,0,0.0,0.0
2183,01-Apr,22:00,0.0,0,0.0,0.0
2184,01-Apr,23:00,0.0,0,0.0,0.0
2185,02-Apr,00:00,0.0,0,0.0,0.0
2186,02-Apr,01:00,0.0,0,0.0,0.0
2187,02-Apr,02:00,0.0,0,0.0,0.0
2188,02-Apr,03:00,0.0,0,0.0,0.0
2189,02-Apr,04:00,0.0,0,0.0,0.0
2190,02-Apr,05:00,0.0,0,0.0,0.0
2191,02-Apr,06:00,0.0,0,0.0,0.0
2192,02-Apr,07:00,8.0,0,0.0,8.0
2193,02-Apr,08:00,8.0,0,0.0,8.0
2194,02-Apr,09:00,14.0,0,0.0,14.0
2195,02-Apr,10:00,16.0,0,0.0,16.0
2196,02-Apr,11:00,19.0,0,0.0,19.0
2197,02-Apr,12:00,15.0,0,0.0,15.0
2198,02-Apr,13:00,13.0,0,0.0,13.0
2199,02-Apr,14:00,17.0,0,0.0,17.0
2200,02-Apr,15:00,11.0,0,0.0,11.0
2201,02-Apr,16:00,16.0,0,0.0,16.0
2202,02-Apr,17:00,9.0,0,0.0,9.0
2203,02-Apr,18:00,0.0,0,0.0,0.0
2204,02-Apr,19:00,0.0,0,0.0,0.0
2205,02-Apr,20:00,0.0,0,0.0,0.0
2206,02-Apr,21:00,0.0,0,0.0,0.0
2207,02-Apr,22:00,0.0,0,0.0,0.0
2208,02-Apr,23:00,0.0,0,0.0,0.0
2209,03-Apr,00:00,0.0,0,0.0,0.0
2210,03-Apr,01:00,0.0,0,0.0,0.0
2211,03-Apr,02:00,0.0,0,0.0,0.0
2212,03-Apr,03:00,0.0,0,0.0,0.0
2213,03-Apr,04:00,0.0,0,0.0,0.0
2214,03-Apr,05:00,0.0,0,0.0,0.0
2215,03-Apr,06:00,0.0,0,0.0,0.0
2216,03-Apr,07:00,10.0,0,0.0,10.0
2217,03-Apr,08:00,12.0,0,0.0,12.0
2218,03-Apr,09:00,15.0,0,0.0,15.0
2219,03-Apr,10:00,26.0,0,0.0,26.0
2220,03-Apr,11:00,26.0,0,0.0,26.0
2221,03-Apr,12:00,23.0,0,0.0,23.0
2222,03-Apr,13:00,29.0,0,0.0,29.0
2223,03-Apr,14:00,24.0,0,0.0,24.0
2224,03-Apr,15:00,21.0,0,0.0,21.0
2225,03-Apr,16:00,12.0,0,0.0,12.0
2226,03-Apr,17:00,10.0,0,0.0,10.0
2227,03-Apr,18:00,0.0,0,0.0,0.0
2228,03-Apr,19:00,0.0,0,0.0,0.0
2229,03-Apr,20:00,0.0,0,0.0,0.0
2230,03-Apr,21:00,0.0,0,0.0,0.0
2231,03-Apr,22:00,0.0,0,0.0,0.0
2232,03-Apr,23:00,0.0,0,0.0,0.0
2233,04-Apr,00:00,0.0,0,0.0,0.0
2234,04-Apr,01:00,0.0,0,0.0,0.0
2235,04-Apr,02:00,0.0,0,0.0,0.0
2236,04-Apr,03:00,0.0,0,0.0,0.0
2237,04-Apr,04:00,0.0,0,0.0,0.0
2238,04-Apr,05:00,0.0,0,0.0,0.0
2239,04-Apr,06:00,0.0,0,0.0,0.0
2240,04-Apr,07:00,13.0,0,0.0,13.0
2241,04-Apr,08:00,18.0,0,0.0,18.0
2242,04-Apr,09:00,27.0,0,0.0,27.0
2243,04-Apr,10:00,29.0,0,0.0,29.0
2244,04-Apr,11:00,33.0,0,0.0,33.0
2245,04-Apr,12:00,33.0,0,0.0,33.0
2246,04-Apr,13:00,24.0,0,0.0,24.0
2247,04-Apr,14:00,23.0,0,0.0,23.0
2248,04-Apr,15:00,19.0,0,0.0,19.0
2249,04-Apr,16:00,12.0,0,0.0,12.0
2250,04-Apr,17:00,9.0,0,0.0,9.0
2251,04-Apr,18:00,0.0,0,0.0,0.0
2252,04-Apr,19:00,0.0,0,0.0,0.0
2253,04-Apr,20:00,0.0,0,0.0,0.0
2254,04-Apr,21:00,0.0,0,0.0,0.0
2255,04-Apr,22:00,0.0,0,0.0,0.0
2256,04-Apr,23:00,0.0,0,0.0,0.0
2257,05-Apr,00:00,0.0,0,0.0,0.0
2258,05-Apr,01:00,0.0,0,0.0,0.0
2259,05-Apr,02:00,0.0,0,0.0,0.0
2260,05-Apr,03:00,0.0,0,0.0,0.0
2261,05-Apr,04:00,0.0,0,0.0,0.0
2262,05-Apr,05:00,0.0,0,0.0,0.0
2263,05-Apr,06:00,0.0,0,0.0,0.0
2264,05-Apr,07:00,4.0,0,0.0,4.0
2265,05-Apr,08:00,11.0,0,0.0,11.0
2266,05-Apr,09:00,15.0,0,0.0,15.0
2267,05-Apr,10:00,16.0,0,0.0,16.0
2268,05-Apr,11:00,21.0,0,0.0,21.0
2269,05-Apr,12:00,35.0,0,0.0,35.0
2270,05-Apr,13:00,22.0,0,0.0,22.0
2271,05-Apr,14:00,21.0,0,0.0,21.0
2272,05-Apr,15:00,20.0,0,0.0,20.0
2273,05-Apr,16:00,13.0,0,0.0,13.0
2274,05-Apr,17:00,7.0,0,0.0,7.0
2275,05-Apr,18:00,0.0,0,0.0,0.0
2276,05-Apr,19:00,0.0,0,0.0,0.0
2277,05-Apr,20:00,0.0,0,0.0,0.0
